anchor_p,actual_q,actual_offset,candidate_count,structural_survivor_count,structural_survivors,rule_x_survivor_count,rule_x_survivors,rule_x_true_rejected,survivor_lock_survivor_count,survivor_lock_survivors,survivor_lock_true_rejected,label_active_survivor_count,label_active_survivors,label_resolved_survivor_count,label_resolved_survivors,label_unresolved_survivor_count,label_unresolved_survivors,label_lock_true_rejected,label_lock_unique_resolved,label_lock_unique_resolved_match,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,exact_survivor_count,exact_survivors,exact_unique_match
47,53,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,25,"[6, 12, 14, 20, 24, 26, 32, 36, 42, 50, 54, 56, 60, 62, 66, 80, 84, 90, 92, 102, 104, 110, 116, 120, 126]",1,[6],24,"[12, 14, 20, 24, 26, 32, 36, 42, 50, 54, 56, 60, 62, 66, 80, 84, 90, 92, 102, 104, 110, 116, 120, 126]",False,False,False,48,1,10,49,2,3,49,2,3,,,,49,2,3,,,,1,[6],True
53,59,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,18,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68]",False,14,"[6, 8, 14, 18, 20, 26, 30, 36, 44, 48, 50, 54, 56, 60]",1,[6],13,"[8, 14, 18, 20, 26, 30, 36, 44, 48, 50, 54, 56, 60]",False,False,False,54,1,8,55,2,4,55,2,4,121,68,3,55,2,4,121,68,3,1,[6],True
59,61,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,60,1,12,62,3,4,60,1,12,62,3,4,60,1,12,62,3,4,1,[2],True
61,67,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",16,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60]",False,16,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60]",False,12,"[6, 10, 12, 18, 22, 28, 36, 40, 42, 46, 48, 52]",1,[6],11,"[10, 12, 18, 22, 28, 36, 40, 42, 46, 48, 52]",False,False,False,62,1,4,121,60,3,62,1,4,121,60,3,62,1,4,121,60,3,1,[6],True
67,71,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,15,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54]",False,11,"[4, 6, 12, 16, 22, 30, 34, 36, 40, 42, 46]",1,[4],10,"[6, 12, 16, 22, 30, 34, 36, 40, 42, 46]",False,False,False,68,1,6,69,2,4,69,2,4,121,54,3,69,2,4,121,54,3,1,[4],True
71,73,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,72,1,12,74,3,4,72,1,12,74,3,4,72,1,12,74,3,4,1,[2],True
73,79,6,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",13,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48]",False,13,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48]",False,9,"[6, 10, 16, 24, 28, 30, 34, 36, 40]",1,[6],8,"[10, 16, 24, 28, 30, 34, 36, 40]",False,False,False,74,1,4,121,48,3,74,1,4,121,48,3,74,1,4,121,48,3,1,[6],True
79,83,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,11,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42]",False,8,"[4, 10, 18, 22, 24, 28, 30, 34]",1,[4],7,"[10, 18, 22, 24, 28, 30, 34]",False,False,False,80,1,10,81,2,5,82,3,4,121,42,3,82,3,4,121,42,3,1,[4],True
83,89,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,10,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38]",False,7,"[6, 14, 18, 20, 24, 26, 30]",1,[6],6,"[14, 18, 20, 24, 26, 30]",False,False,False,84,1,12,85,2,4,85,2,4,121,38,3,85,2,4,121,38,3,1,[6],True
89,97,8,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,9,"[2, 8, 12, 14, 18, 20, 24, 30, 32]",False,6,"[8, 12, 14, 18, 20, 24]",1,[8],5,"[12, 14, 18, 20, 24]",False,False,False,90,1,12,91,2,4,91,2,4,121,32,3,91,2,4,121,32,3,1,[8],True
97,101,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",2,"[4, 6]",False,2,"[4, 6]",False,2,"[4, 6]",1,[4],1,[6],False,False,False,98,1,6,106,9,4,98,1,6,106,9,4,98,1,6,106,9,4,1,[4],True
101,103,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,102,1,8,106,5,4,102,1,8,106,5,4,102,1,8,106,5,4,1,[2],True
103,107,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,5,"[4, 6, 10, 16, 18]",False,3,"[4, 6, 10]",1,[4],2,"[6, 10]",False,False,False,104,1,8,106,3,4,106,3,4,121,18,3,106,3,4,121,18,3,1,[4],True
107,109,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,108,1,12,110,3,8,108,1,12,110,3,8,108,1,12,110,3,8,1,[2],True
109,113,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,3,"[4, 10, 12]",False,1,[4],1,[4],0,[],False,True,True,110,1,8,111,2,4,111,2,4,121,12,3,111,2,4,121,12,3,1,[4],True
113,127,14,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,23,"[14, 18, 24, 26, 36, 38, 44, 50, 54, 60, 66, 68, 78, 80, 84, 86, 98, 110, 114, 116, 120, 126, 128]",1,[14],22,"[18, 24, 26, 36, 38, 44, 50, 54, 60, 66, 68, 78, 80, 84, 86, 98, 110, 114, 116, 120, 126, 128]",False,False,False,114,1,8,115,2,4,121,8,3,,,,121,8,3,,,,1,[14],True
127,131,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,12,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42]",False,8,"[4, 10, 12, 22, 24, 30, 36, 40]",1,[4],7,"[10, 12, 22, 24, 30, 36, 40]",False,False,False,128,1,8,129,2,4,129,2,4,169,42,3,129,2,4,169,42,3,1,[4],True
131,137,6,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,11,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38]",False,7,"[6, 8, 18, 20, 26, 32, 36]",1,[6],6,"[8, 18, 20, 26, 32, 36]",False,False,False,132,1,12,133,2,4,133,2,4,169,38,3,133,2,4,169,38,3,1,[6],True
137,139,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,138,1,8,141,4,4,138,1,8,141,4,4,138,1,8,141,4,4,1,[2],True
139,149,10,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,8,"[4, 10, 12, 18, 22, 24, 28, 30]",False,5,"[10, 12, 18, 24, 28]",1,[10],4,"[12, 18, 24, 28]",False,False,False,140,1,12,141,2,4,141,2,4,169,30,3,141,2,4,169,30,3,1,[10],True
149,151,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,150,1,12,152,3,8,150,1,12,152,3,8,150,1,12,152,3,8,1,[2],True
151,157,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,5,"[6, 10, 12, 16, 18]",False,3,"[6, 12, 16]",1,[6],2,"[12, 16]",False,False,False,152,1,8,153,2,6,155,4,4,169,18,3,155,4,4,169,18,3,1,[6],True
157,163,6,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",4,"[4, 6, 10, 12]",False,4,"[4, 6, 10, 12]",False,2,"[6, 10]",1,[6],1,[10],False,False,False,158,1,4,169,12,3,158,1,4,169,12,3,158,1,4,169,12,3,1,[6],True
163,167,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,2,"[4, 6]",False,1,[4],1,[4],0,[],False,True,True,164,1,6,166,3,4,166,3,4,169,6,3,166,3,4,169,6,3,1,[4],True
167,173,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,23,"[6, 12, 14, 24, 26, 30, 32, 44, 56, 60, 62, 66, 72, 74, 84, 90, 96, 102, 104, 110, 114, 116, 126]",1,[6],22,"[12, 14, 24, 26, 30, 32, 44, 56, 60, 62, 66, 72, 74, 84, 90, 96, 102, 104, 110, 114, 116, 126]",False,False,False,168,1,16,169,2,3,169,2,3,,,,169,2,3,,,,1,[6],True
173,179,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,31,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116]",False,21,"[6, 8, 18, 20, 24, 26, 38, 50, 54, 56, 60, 66, 68, 78, 84, 90, 96, 98, 104, 108, 110]",1,[6],20,"[8, 18, 20, 24, 26, 38, 50, 54, 56, 60, 66, 68, 78, 84, 90, 96, 98, 104, 108, 110]",False,False,False,174,1,8,175,2,6,177,4,4,289,116,3,177,4,4,289,116,3,1,[6],True
179,181,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,180,1,18,182,3,8,180,1,18,182,3,8,180,1,18,182,3,8,1,[2],True
181,191,10,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,29,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108]",False,19,"[10, 12, 16, 18, 30, 42, 46, 48, 52, 58, 60, 70, 76, 82, 88, 90, 96, 100, 102]",1,[10],18,"[12, 16, 18, 30, 42, 46, 48, 52, 58, 60, 70, 76, 82, 88, 90, 96, 100, 102]",False,False,False,182,1,8,183,2,4,183,2,4,289,108,3,183,2,4,289,108,3,1,[10],True
191,193,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,192,1,14,194,3,4,192,1,14,194,3,4,192,1,14,194,3,4,1,[2],True
193,197,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",26,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96]",False,26,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96]",False,17,"[4, 6, 18, 30, 34, 36, 40, 46, 48, 58, 64, 70, 76, 78, 84, 88, 90]",1,[4],16,"[6, 18, 30, 34, 36, 40, 46, 48, 58, 64, 70, 76, 78, 84, 88, 90]",False,False,False,194,1,4,289,96,3,194,1,4,289,96,3,194,1,4,289,96,3,1,[4],True
197,199,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,198,1,12,201,4,4,198,1,12,201,4,4,198,1,12,201,4,4,1,[2],True
199,211,12,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,24,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90]",False,15,"[12, 24, 28, 30, 34, 40, 42, 52, 58, 64, 70, 72, 78, 82, 84]",1,[12],14,"[24, 28, 30, 34, 40, 42, 52, 58, 64, 70, 72, 78, 82, 84]",False,False,False,200,1,12,201,2,4,201,2,4,289,90,3,201,2,4,289,90,3,1,[12],True
211,223,12,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,21,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78]",False,14,"[12, 16, 18, 22, 28, 30, 40, 46, 52, 58, 60, 66, 70, 72]",1,[12],13,"[16, 18, 22, 28, 30, 40, 46, 52, 58, 60, 66, 70, 72]",False,False,False,212,1,6,213,2,4,213,2,4,289,78,3,213,2,4,289,78,3,1,[12],True
223,227,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,18,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66]",False,13,"[4, 6, 10, 16, 18, 28, 34, 40, 46, 48, 54, 58, 60]",1,[4],12,"[6, 10, 16, 18, 28, 34, 40, 46, 48, 54, 58, 60]",False,False,False,224,1,12,225,2,9,226,3,4,289,66,3,226,3,4,289,66,3,1,[4],True
227,229,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,228,1,12,230,3,8,228,1,12,230,3,8,228,1,12,230,3,8,1,[2],True
229,233,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",1,[4],False,1,[4],False,1,[4],1,[4],0,[],False,True,True,230,1,8,235,6,4,230,1,8,235,6,4,230,1,8,235,6,4,1,[4],True
233,239,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,15,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56]",False,10,"[6, 8, 18, 24, 30, 36, 38, 44, 48, 50]",1,[6],9,"[8, 18, 24, 30, 36, 38, 44, 48, 50]",False,False,False,234,1,12,235,2,4,235,2,4,289,56,3,235,2,4,289,56,3,1,[6],True
239,241,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,240,1,20,242,3,6,240,1,20,242,3,6,240,1,20,242,3,6,1,[2],True
241,251,10,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",1,[6],True,13,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48]",False,8,"[10, 16, 22, 28, 30, 36, 40, 42]",1,[10],7,"[16, 22, 28, 30, 36, 40, 42]",False,False,False,242,1,6,247,6,4,247,6,4,289,48,3,247,6,4,289,48,3,1,[10],True
251,257,6,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,11,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38]",False,7,"[6, 12, 18, 20, 26, 30, 32]",1,[6],6,"[12, 18, 20, 26, 30, 32]",False,False,False,252,1,18,253,2,4,253,2,4,289,38,3,253,2,4,289,38,3,1,[6],True
